0,0
0,1
1,2
1,3
2,4
2,5
2,6
2,7
3,8
3,9
4,10
5,11
5,12
5,13
5,14
5,15
6,16
6,17
6,18
6,19
6,20
6,21
7,22
7,23
7,24
7,25
8,26
8,27
8,28
8,29
8,30
9,31
9,32
9,33
9,34
9,35
9,36
10,37
10,38
10,39
10,40
11,41
11,42
11,43
11,44
12,45
12,46
12,47
13,48
13,49
13,50
13,51
13,52
13,53
13,54
13,55
13,56
15,57
15,58
16,16
16,59
16,60
16,61
16,62
16,63
17,64
17,65
17,66
17,67
17,68
17,69
17,70
18,71
18,72
18,73
18,74
18,75
18,76
18,77
18,78
18,79
18,80
18,81
18,82
18,83
19,16
19,84
19,60
19,85
19,86
19,87
19,88
19,89
19,90
20,91
20,92
20,93
20,94
20,95
20,96
20,97
20,98
20,99
20,100
20,101
21,102
21,103
21,104
21,105
21,106
21,107
21,108
21,109
22,110
23,111
23,112
23,113
23,114
23,115
23,116
23,117
24,118
24,119
24,120
24,121
26,122
26,123
26,124
26,125
26,126
26,127
26,128
26,129
28,130
28,131
28,132
28,133
29,134
29,135
30,136
30,137
30,138
30,139
30,140
31,141
31,142
32,143
34,144
34,145
34,146
34,147
34,148
35,149
35,150
35,151
35,83
37,152
37,153
37,154
38,155
38,156
38,157
38,158
38,159
39,160
39,161
39,162
39,163
40,164
40,165
42,166
42,167
42,168
42,169
42,170
42,171
43,172
43,173
43,174
43,175
43,176
43,177
44,178
44,179
44,180
44,181
44,182
45,183
46,184
46,185
47,186
47,187
48,188
48,189
48,190
49,191
49,192
49,193
50,194
51,195
51,196
51,197
52,198
52,199
52,200
52,201
52,202
54,203
54,204
54,205
54,206
55,207
55,208
56,209
56,210
57,211
57,212
57,213
57,214
57,215
58,216
58,217
58,218
58,219
58,220
58,221
59,222
59,223
59,224
59,225
59,226
59,227
60,228
60,229
61,230
63,231
63,232
63,233
64,234
64,235
64,236
65,237
65,238
65,239
65,240
66,241
66,242
66,243
67,244
67,245
67,246
67,247
68,248
68,249
68,250
68,251
69,252
69,253
69,254
69,255
69,256
70,257
70,258
70,259
70,260
70,261
72,262
72,263
72,264
72,265
72,266
72,267
72,268
73,269
73,270
73,271
73,272
73,273
73,274
73,275
74,276
74,277
74,278
75,279
76,280
76,281
76,282
76,283
77,284
77,285
77,286
77,287
77,288
77,289
80,290
80,291
80,292
80,293
80,294
80,295
80,296
81,297
82,298
82,299
82,300
82,301
82,302
82,303
82,304
82,305
82,306
82,307
83,308
83,309
83,310
83,311
84,312
84,313
84,314
84,315
86,316
86,317
86,318
86,319
87,320
87,321
87,322
87,323
87,324
87,325
87,326
87,327
87,328
88,329
88,330
88,331
88,332
88,333
88,334
88,335
89,336
89,337
89,338
90,339
90,340
90,341
91,342
91,343
91,344
91,345
91,346
91,347
92,348
92,349
92,350
92,351
93,352
93,353
94,354
94,355
94,356
95,357
95,358
95,359
95,360
95,361
95,362
96,363
97,364
98,365
100,366
100,367
101,368
103,369
103,370
103,371
104,372
104,373
105,374
105,375
105,376
105,377
105,378
106,379
106,380
106,381
106,382
106,383
106,384
106,385
107,386
107,387
107,388
108,389
108,390
108,391
108,392
108,393
109,394
109,395
109,396
109,397
114,398
114,399
114,400
115,401
115,402
115,403
116,404
116,405
116,406
116,407
117,408
117,409
117,410
117,411
118,412
118,413
118,414
119,415
119,416
119,417
120,418
120,419
121,420
121,421
121,422
121,423
121,424
121,425
121,426
122,427
122,428
122,429
122,430
122,431
123,432
123,433
123,434
123,435
123,436
123,437
123,438
124,439
124,440
124,441
124,442
124,443
124,444
124,445
125,446
125,447
126,448
126,449
126,450
126,451
126,452
127,453
127,454
127,455
128,456
128,457
129,458
129,459
129,460
129,461
130,462
130,463
130,464
130,465
131,466
131,467
132,468
133,469
133,470
133,471
133,472
134,473
134,474
135,475
135,476
135,477
135,478
135,479
136,480
136,481
138,482
138,483
139,484
139,485
139,486
140,487
140,488
140,489
140,490
140,491
140,492
140,493
140,494
140,495
140,83
141,496
141,497
141,498
141,499
142,500
142,501
142,502
143,503
144,504
144,505
144,506
144,507
144,508
144,509
146,510
147,511
147,512
147,513
147,514
149,515
149,516
150,517
153,518
154,519
154,520
155,521
155,522
156,523
156,524
157,525
158,526
158,527
158,528
159,529
159,530
159,531
159,532
159,533
159,534
160,535
161,536
163,537
163,538
164,539
165,540
166,541
167,542
168,543
168,544
